loss,val_loss
0.026125017553567886,0.0927770808339119
0.004695778712630272,0.0025056248996406794
0.005524948704987764,0.012732700444757938
0.0017859049839898944,0.034634679555892944
0.002340926555916667,0.01999659091234207
0.001214188290759921,0.001777719589881599
0.0006013831589370966,0.009709027595818043
0.0009143468923866749,0.002996823750436306
0.00042078286060132086,0.0020959714893251657
0.0007009317050687969,0.001618729205802083
0.0004403441562317312,0.0034335481468588114
0.0004172000917606056,0.0028295780066400766
0.0003566349623724818,0.0016293013468384743
0.0004287527990527451,0.0019569264259189367
0.00034704734571278095,0.0015439599519595504
0.00031014889827929437,0.001727071008644998
0.0003741385298781097,0.0016057452885434031
0.00033592269755899906,0.0015193582512438297
0.0003446384216658771,0.0015322354156523943
0.00032583315623924136,0.0016891814302653074
0.0003232373856008053,0.001649027457460761
0.00032161606941372156,0.0015048758359625936
0.0003244954568799585,0.001501709339208901
0.00030866547604091465,0.0016024380456656218
0.00026471319142729044,0.001520410762168467
0.00028581710648722947,0.0014894785126671195
0.0002848705917131156,0.0015618547331541777
0.0003221015795134008,0.001514956820756197
0.00030550776864401996,0.0014942217385396361
0.0003380789130460471,0.0014745506923645735
0.00030788176809437573,0.0014775587478652596
0.0003064401389565319,0.001487972680479288
0.00030617284937761724,0.00148387486115098
0.0002777426561806351,0.001471205847337842
0.0002811853482853621,0.001498946687206626
0.0002773657615762204,0.001446950132958591
0.00028070146800018847,0.0014416247140616179
0.0003016841656062752,0.0014901093672960997
0.0002656693395692855,0.0014252954861149192
0.00029404950328171253,0.001511915004812181
0.00028118997579440475,0.0014181681908667088
0.00026853621238842607,0.0014112511416897178
0.0002776754554361105,0.0016983876703307033
0.0002739849442150444,0.001420313841663301
0.00026783611974678934,0.001450948417186737
0.0002941895800177008,0.0014484949642792344
0.00028730256599374115,0.0013935822062194347
0.00025634252233430743,0.0013869300018996
0.00022964467643760145,0.0014778083423152566
0.00024319686053786427,0.0014912447659298778
0.0002596649283077568,0.0014720431063324213
0.0002599682193249464,0.001491911825723946
0.000232945749303326,0.001412474550306797
0.0002485780860297382,0.001372837694361806
0.000255590450251475,0.0013500549830496311
0.0002571669756434858,0.0013721308205276728
0.00026348134269937873,0.0014626397751271725
0.00025068173999898136,0.0014659962616860867
0.0002751937136054039,0.001438582199625671
0.000264886039076373,0.0013227780582383275
0.00022786908084526658,0.0013156250352039933
0.00024696666514500976,0.001391951460391283
0.0002721267519518733,0.0013252771459519863
0.00023360276827588677,0.0013166323769837618
0.0002389048459008336,0.0014804586535319686
0.00023592321667820215,0.0013043300714343786
0.0002327729162061587,0.001394361723214388
0.00023334681463893503,0.001284022000618279
0.00024890530039556324,0.001299591502174735
0.00023742139455862343,0.0014115881640464067
0.0002737498434726149,0.0012823045253753662
0.00024450651835650206,0.001590160420164466
0.0002645555359777063,0.0013098119525238872
0.00021198895410634577,0.001223287545144558
0.00023520371178165078,0.001395886531099677
0.0002254654245916754,0.0012238668277859688
0.00020659300207626075,0.0014770760899409652
0.00022325965983327478,0.0015247646952047944
0.00023175562091637403,0.0015403893776237965
0.00020222329476382583,0.0012041451409459114
0.00025138628552667797,0.0013601290993392467
0.0002076102391583845,0.0012230549473315477
0.00022963194351177663,0.0011998486006632447
0.00022380835434887558,0.0014470427995547652
0.00022950329002924263,0.0012528625084087253
0.00022938141773920506,0.0015198775799944997
0.00023351440904662013,0.0013573623728007078
0.0002122708538081497,0.0012548386584967375
0.0001926066615851596,0.0013933675363659859
0.000220288842683658,0.0011548162437975407
0.000225281051825732,0.001436635386198759
0.00020700969616882503,0.0012602049391716719
0.00023951886396389455,0.0013057488249614835
0.0002199571463279426,0.0015221481444314122
0.00019756318943109363,0.0011665443889796734
0.00020553187641780823,0.0012391593772917986
0.00020626929472200572,0.0012053314130753279
0.00020255445269867778,0.0012543697375804186
0.00021520671725738794,0.0012229506392031908
0.00019978717318736017,0.0012354071950539947
